id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
38197,[Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)],jpn,,,,34,0,1/1/81,447-52 ST  - [Studies on cefotaxime (HR 756) concentration in human biliary tract and clinical effect for acute or subacute cholecystitis with cholelithiasis (author's transl)]-,"{""I. Hashimoto"",""S. Hirasawa"",""Y. Sawada"",""Y. Kasai"",""J. Mikami"",""H. Abe"",""M. Nakanishi"",""E. Bekki"",""K. Kasai"",""T. Nakamura"",""M. DA  - Mar DP  - NLM ET  - 1981/03/01 Omosu""}"
160820,Isolated cerebellar involvement in a case of posterior reversible leukoencephalopathy.,eng,Clinical radiology,Clin Radiol,Sep-60,61,11,1/6/11,983-6,"{""M Caliskan"",""M Karab_c_oglu"",""A Citak"",""N Uzel"",""K Aydin"",""A Nayir"",""D D Soysal""}"
876536,The rocky road to rational prescribing,,Vaccine,,,26,0,1/8/01,G11-G15,"{""I. Williamson""}"
776197,Defining interaction interfaces important for the establishment of cell polarity in Drosophila neuroblasts,English,FASEB Journal. Conference: Experimental Biology,,,28,1,1/14/01,,"{""K. Prehoda"",""A. Novak"",""J. Mauser""}"
45797,The exercise prescription: focus on vascular mechanisms.,ENG,Blood pressure monitoring,Blood Press Monit,1473-5725,2,3,6/1/97,139-145,"{""[Collective Name] Jennings"",""[Collective Name] Kingwell""}"
605277,Child social skills training in developmental crime prevention: effects on antisocial behavior and social competence.,eng,Psicothema,Psicothema,0214-9915,18,3,1/6/08,603-10,"{""Andreas Beelmann"",""Friedrich L_sel""}"
749261,Soda and cell aging: associations between sugar-sweetened beverage consumption and leukocyte telomere length in healthy adults from the National Health and Nutrition Examination Surveys,,Am J Public Health,,1541-0048,104,12,1/14/01,2425-31,"{""N. E. Adler"",""J. Lin"",""E. S. Epel"",""D. H. Rehkopf"",""B. A. Laraia"",""E. H. Blackburn"",""B. L. Needham"",""C. W. Leung""}"
752305,Unsuspected ethanol ingestion through soft drinks and flavored beverages,,J Anal Toxicol,Journal of analytical toxicology,0146-4760 (Print) 0146-4760,20,5,1/1/96,332-3,"{""L. Kadehjian"",""E. J. Cone"",""B. A. Goldberger""}"
179196,Altering existing buildings in the UK,,Energy Policy,,0301-4215,36,12,1/8/01,4482-4486,"{""S. Roberts""}"
150198,The concept of neurosis in a cross-cultural perspective,eng,,,,20,0,1/7/01,47-51 ST  - The concept of neurosis in a cross-cultural perspective-,"{""S. K. Chaturvedi"",""D. CN  - PubMed_140821 DA  - Jan DO  - 10.1097/YCO.0b013e328010ca65 DP  - NLM ET  - 2006/12/05 Bhugra""}"
894415,internetQueryObject to Partner With DataFlux; iQO to Provide Enhanced Application Scalability through QueryObject System; DataFlux to Enhance Data Accuracy through dfPower,English,Business Wire,,,0,0,7/1/00,1-Jan,"{""Business/Technology Editors""}"
187769,Feasibility of using hospital personnel to create a sustainable CPR training program for family members of hospitalized patients,,,,,126,0,1/12/01,,"{""J. Le"",""B. Riegel"",""B. J. Bobrow"",""A. L. Blewer"",""B. S. Abella"",""M. Leary"",""D. Buckler""}"
556090,Lung function efficacy of olodaterol qd delivered via respimat vs placebo and formoterol bid in patients with COPD: two 48-week studies [Abstract],English,"Respirology (Carlton, Vic.)",Respirology,1440-1843,0,0,1/14/01,120 [TP 184],"{""Pizzichini E"",""Hart L"",""Paggiaro P"",""Hamilton A"",""Peters M"",""Korducki L"",""De Salvo M"",""De La Hoz A"",""Koch A""}"
770589,Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery,eng,Cochrane Database Syst Rev,,1469-493X,2,0,1/15/01,Cd006178,"{""U. S. Sangkomkamhang"",""P. Lumbiganon"",""W. Prasertcharoensuk"",""M. Laopaiboon""}"
450743,Meta-analysis of guided bronchoscopy for the evaluation of the pulmonary nodule.,,,,,0,0,,,{NULL}
157566,Bladder cancer and urothelial impairment: the role of TRPV1 as potential drug target.,eng,BioMed research international,Biomed Res Int,2314-6141,2014,-1,1/14/01,987149,"{""Paolo Dell'Oglio"",""Alessandro Larcher"",""Nicola Fossati"",""Nicol_ Maria Buffi"",""Alberto Abrate"",""Giuliana Lista"",""Francesco Montorsi"",""Francesco Mistretta"",""Massimo Lazzeri"",""Giorgio Guazzoni"",""Giovanni Lughezzani""}"
589465,Effect of a cooling hood on physiological responses to work in a hot environment,eng,J Appl Physiol,Journal of applied physiology,0021-8987 (Print)     0021-8987,29,1,1/1/70,Sep-36,"{""E. Shvartz""}"
560120,A novel approach to control hyperglycemia in type 2 diabetes: sodium glucose co-transport (SGLT) inhibitors: systematic review and meta-analysis of randomized trials.,eng,Annals of medicine,Ann. Med.,1365-2060,44,4,1/12/06,375-93,"{""Gianfranco Pagano"",""Giovanni Musso"",""Maurizio Cassader"",""Roberto Gambino""}"
107924,"Obesity, weight change and risks for hypertension, diabetes and hypercholesterolemia in Japanese men.",eng,European journal of clinical nutrition,Eur J Clin Nutr,0954-3007,56,7,1/2/07,601-7,"{""K Ishikawa-Takata"",""T Ohta"",""K Moritaki"",""T Gotou"",""S Inoue""}"
797967,Delayed costs of suppressed pain.,eng,Journal of personality and social psychology,J Pers Soc Psychol,0022-3514,64,2,2/1/93,274-82,"{""D Cioffi"",""J Holloway""}"
265969,Osteoarthritis of the thumb carpometacarpal joint in women and occupational risk factors: a case-control study,eng,J Hand Surg Am,The Journal of hand surgery,0363-5023,32,4,1/7/01,459-65,"{""J. M. Claise"",""S. Neel"",""P. Catilina"",""L. Fontana"",""S. Ughetto""}"
820508,"A comparative outcome study of body awareness therapy, feldenkrais, and conventional physiotherapy for patients with nonspecific musculoskeletal disorders: Changes in psychological symptoms, pain, and self-image",English,Physiotherapy Theory and Practice,Physiother. Theory Pract.,09593985 (ISSN),17,2,1/1/01,77-95,"{""E.-B. Malmgren-Olsson"",""K. Armelius"",""B.-. Armelius""}"
446026,Use of implantable cardioverter-defibrillators for primary prevention in older patients: A systematic literature review and meta-analysis.,,,,,0,0,,,{NULL}
84941,Incidence of and risk factors for motor neurone disease in UK women: a prospective study.,eng,BMC neurology,BMC Neurol,1471-2377,12,-1,1/12/01,25,"{""Anna Brown"",""Jane Green"",""Valerie Beral"",""Gillian Reeves"",""Pat Doyle""}"
558766,Burkholderia cepacia complex infection in a case of sinonasal polyposis recurrence without cystic fibrosis,eng,,,,35,3,1/8/01,414-6,"{""A. Pavin"",""A. Staffieri"",""G. Marioni"",""G. Brescia"",""R. Rinaldi""}"
428909,Pilot randomized controlled trial of web-based acceptance and commitment therapy for smoking cessation.,,Nicotine & Tobacco Research,,1462-2203,15,10,1/13/10,1756-1764,"{""Jaimee L. Heffner"",""Jonathan Bricker"",""Bryan Comstock"",""Christopher Wyszynski""}"
110453,Anti-hypertensive medicines prescribing for medical outpatients in a premier teaching hospital in Nigeria: a probable shift of paradigm.,eng,Pharmacy practice,Pharm Pract (Granada),1885-642X,12,2,1/14/04,419,"{""Kazeem B Yusuff"",""Unyime I Eshiet""}"
837546,"Agitation, aggression, and disinhibition syndromes after traumatic brain injury",,NeuroRehabilitation,NeuroRehabilitation,1053-8135,17,4,1/2/01,297-310,"{""E. Kim""}"
82695,The effect of lymphatico-venous anastomosis for an intractable ulcer at the lower leg in a marked obese patient.,eng,Microsurgery,Microsurgery,1098-2752,34,1,1/14/01,Jul-64,"{""Hisako Hara"",""Yukio Seki"",""Noriyuki Murai"",""Isao Koshima"",""Takuya Iida"",""Makoto Mihara"",""Takeshi Todokoro""}"
820059,Effects of multifunctional fabrics on cardiac autonomic tone and psychological state,English,International Journal of Neuroscience,Int.J.Neurosci.,0020-7454,114,8,1/4/01,923-931,"{""K.-W. Park"",""J. Song"",""H.-J. Kim"",""S.-R. Moon"",""M.S. Lee""}"
771288,Manual versus electric vacuum aspiration for first-trimester abortion: a systematic review,eng,Bjog,BJOG : an international journal of obstetrics and gynaecology,1470-0328 (Print) 1470-0328,115,1,1/8/01,13-May,"{""F. Deng"",""J. Wen"",""Q. Y. Cai"",""Y. P. Li""}"
54202,Behaviour Research and Therapy Outcome predictors in guided and unguided self-help for social anxiety disorder,,Behaviour Research and Therapy,,,50,1,1/12/01,13-21 DO  - 10.1016/j.brat.2011.10.009,"{""O E Havik"",""P Carlbring"",""L G _st"",""T Nordgreen"",""G Andersson"",""T Furmark""}"
888477,Probiotics for the treatment of upper and lower respiratory-tract infections in children: systematic review based on randomized clinical trials,eng,J Pediatr (Rio J),Jornal de pediatria,0021-7557,91,5,1/15/01,413-27,"{""M. H. de Oliveira Junior"",""E. S. Sarinho"",""G. V. de Araujo"",""D. M. Peixoto""}"
741279,"Bradykinin is a mediator, but unlikely a trigger, of antiarrhythmic effects of ischemic preconditioning",,Journal of Cardiovascular Electrophysiology,,,18,1,1/7/01,93-99 7p,"{""S. V. Driamov"",""S. Butz"",""P. T. Buser"",""C. E. Zaugg"",""M. Bellahcene""}"
64430,The NADPH oxidase-mediated production of hydrogen peroxide (H(2)O(2)) and resistance to oxidative stress in the necrotrophic pathogen Alternaria alternata of citrus.,eng,Molecular plant pathology,Mol. Plant Pathol.,1364-3703,13,8,1/12/10,900-14,"{""Siwy Ling Yang"",""Kuang-Ren Chung""}"
461657,Review of epidemiology and management of atrial fibrillation in developing countries.,,,,,0,0,,,{NULL}
240949,"William H. Taft High School Project HOLA, 1985-1986. OEA Evaluation Report.",,,,,0,0,1/1/86,,"{""Brooklyn. Office of Educational Assessment. New York City Board of Education""}"
453909,The lung cancer management guidelines 2012.,,,,,0,0,,,{NULL}
222452,Special problems in the prosthetic rehabilitation of deep bite,,,,,30,2,1/1/75,170-5,"{""R. Voss""}"
163839,The potential impact of bias in studies of residential exposure to magnetic fields and childhood leukemia,,Bioelectromagnetics,Bioelectromagnetics,1521-186X,0,9,1/1/01,S32-47,{NULL}
696132,Changes of interaction during the development of a mathematical learning environment.,,Journal of Mathematics Teacher Education,,"1386-4416, 1386-4416",14,5,1/11/10,393-411,"{""dirk.hoek@ou.nl Hoek, Dirk1"",""Koeno2 Gravemeijer""}"
257990,An internet-based program to enhance motivation to change in females with symptoms of an eating disorder: A randomized controlled trial,,,,,44,0,1/14/01,1947-1963,"{""Hotzel K"",""R "",""von Brachel"",""Kosfelder J"",""Hechler T"",""Vocks S"",""Rieger E"",""Schulte D"",""Schmidt U""}"
332032,Air pollution and risk of urinary bladder cancer in a case-control study in Spain,,Occupational and environmental medicine,Occup Environ Med,1470-7926,65,1,1/8/01,56-60,"{""Nuria Malats"",""Alfredo Carrato"",""Manolis Kogevinas"",""Nathaniel Rothman"",""Consol Serra"",""Reina Garcia-Closas"",""Debra Silverman"",""Adonina Tardon"",""Kenneth P. Cantor"",""Mustafa Dosemeci"",""Gemma Castano-Vinyals"",""Roel Vermeulen""}"
617801,Remission rates following antidepressant therapy with bupropion or selective serotonin reuptake inhibitors: a meta-analysis of original data from 7 randomized controlled trials.,eng,J. Clin. Psychiatry,,0160-6689,66,8,1/5/08,974-81,"{""Michael E Thase"",""Younghua Wang"",""April E Harriett"",""Melinda Mitton"",""Carol B Rockett"",""Barbara R Haight"",""Jack G Modell"",""Nathalie Richard"",""Susan VanMeter""}"
480030,Adaptive convex combination approach for the identification of improper quaternion processes,eng,,,,25,1,1/14/01,172-82,"{""C. Jahanchahi"",""C. C. Took"",""B. C. Ujang"",""D. P. Mandic""}"
660499,Inappropriate use of emergency services: a systematic review of prevalence and associated factors.,eng,"Violencia contra a crianca: revelando o perfil dos atendimentos em servicos de emergencia, Brasil, 2006 e 2007.",,1678-4464,25,1,1/9/01,28-Jul,"{""Marlos Rodrigues Domingues"",""Ana Claudia Gastal Fassa"",""Maria Laura Vidal Carret""}"
355078,Use of episiotomy in the United States,eng,Birth,,1523-536X,29,1,1/2/01,Jun-74,"{""M. C. Klein""}"
696985,"The Diversion of Ultram, Ultracet, and generic tramadol HCL.",eng,Journal of addictive diseases,J Addict Dis,1545-0848,25,2,1/6/01,53-58,"{""George E. Woody"",""Anne Geller"",""Edgar H. Adams"",""Theodore J. Cicero"",""Alvaro Munoz"",""Edward C. Senay"",""James A. Inciardi""}"
826471,Aberrances in autonomic cardiovascular regulation in fibromyalgia syndrome and their relevance for clinical pain reports,eng,Psychosomatic medicine,Psychosom Med,0033-3174,72,5,1/10/01,462-70,"{""Sergio Garrido"",""Angeles Pulgar"",""Stefan Duschek"",""Mar_a Mart_n-Vzquez"",""Gustavo A Reyes Del Paso""}"
807737,Sorafenib and pegylated interferon-alpha-2b in advanced metastatic melanoma: A multicenter phase II DeCOG trial,,J. Clin. Oncol.,,0732-183X,28,15,,,"{""Ugurel S."",""Schadendorf D."",""Garbe C."",""Trefzer U."",""Egberts F."",""Hassel J."",""Weichenthal M."",""Hauschild A."",""Mauch C."",""Gutzmer R.""}"
875781,Dispersal of methicillin-resistant Staphylococcus epidermidis by staff in an operating suite for thoracic and cardiovascular surgery: relation to skin carriage and clothing,eng,J Hosp Infect,The Journal of hospital infection,0195-6701 (Print) 0195-6701,44,2,1/1/00,119-26,"{""P. Domicel"",""A. Tammelin"",""E. Stahle"",""A. Hambraeus""}"
322953,Psychometric validation of the Growth and Empowerment Measure (GEM) applied with Indigenous Australians,,Australian and New Zealand Journal of Psychiatry,,Apr-74,44,9,1/10/01,791-799,"{""Komla Tsey"",""Melissa R Haswell"",""Lyndon Reilly"",""David Kavanagh"",""Chris Doran"",""Arlene Laliberte"",""Andrew Wilson"",""Yvonne Cadet-James""}"
123731,Alveolar soft part sarcoma of the uterine corpus. Report of two cases and review of the literature,eng,,,,194,1,1/1/98,59-63,"{""K. Radig"",""A. Roessner"",""P. Buhtz""}"
180588,It's Time Practitioners Help Families Clear the Air of Secondhand Smoke: A Commentary on Pyle et al. (2005),,,,,23,0,1/5/01,25-29,"{""Geoffrey C. Williams"",""Bai Brownson Difranza Gehrman Glantz Law Mokdad Ory Panagiotakos Pechacek Pyle Sargent Sweda Whincup Whitlock Arcavi""}"
440684,Hemostatic resuscitation for massive bleeding: The paradigm of plasma and platelets - A review of the current literature.,,,,,0,0,,,{NULL}
758629,Studies on the biological activity of two strains of BCG: influence of production conditions.,eng,DEV. BIOL. STAND.,,0301-5149,58,-1,1/1/86,105-18,"{""M Chouchkova"",""A Engibarov""}"
964184,Myocardial fibrosis by T1 mapping is an early indicator of severe cardiac allograft vasculopathy,,Circulation,Circulation,22-Sep,128,22,1/13/01,,"{""N. Harcourt"",""S. C. Masri"",""M. Colvin"",""G. Raveendran""}"
265490,Follistatin-like protein 1 regulates chondrocyte proliferation and chondrogenic differentiation of mesenchymal stem cells,Eng,Ann Rheum Dis,Annals of the rheumatic diseases,Mar-67,0,0,1/14/01,,"{""S. M. Smith"",""A. D. Marinov"",""R. Hirsch"",""D. S. Bushnell"",""B. T. Campfield"",""H. C. Blair"",""Y. Chaly""}"
463556,Structural brain changes associated with antipsychotic treatment in schizophrenia      as revealed by voxel-based morphometric MRI: an activation likelihood estimation       meta-analysis.,,,,,0,0,,,{NULL}
749844,"Insights in public health: taxing sugar sweetened beverages to improve public health: policy action in Hawai'i. Doctoral Health Policy Seminar, Spring 2013",,Hawaii J Med Public Health,Hawai'i journal of medicine & public health : a journal of Asia Pacific Medicine & Public Health,2165-8242,72,8,1/13/01,286-91,"{""T. Sentell"",""T. Usagawa"",""M. Hagiwara"",""T. Peacock"",""H. Hee Heo"",""M. G. Pearce"",""L. Choy"",""M. R. Dela Cruz""}"
300057,[Evidence-based therapy guideline of the German Working Group on Obesity in Childhood and Adolescence].,ger,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,1437-1588,54,5,1/11/05,584-90,"{""M Wabitsch"",""A Moss"",""D Kunze""}"
166521,The cost of national service frameworks,eng,,,,65,0,1/4/01,68-9 ST  - The cost of national service frameworks-,"{""R. CN  - PubMed DA  - Feb DP  - NLM ET  - 2004/03/05 Boyle""}"
292018,"Simple steps to fitness. Secrets of strength. Strength training is as important to weight loss and fitness as aerobic exercise is, but many people ignore it. Here's how to get started.",eng,Diabetes forecast,Diabetes Forecast,0095-8301,55,8,1/2/08,98--100,"{""Shauna S Roberts""}"
181456,Homeplace and Housing in the Lives of Low-Income Urban African American Families,,,,,0,0,1/5/01,166-188,"{""Linda M. Burton"",""Altman Bullard Burton Burton Burton Burton Burton Clark Conley Dilworth-Williams Fischer Foucault Franklin Gieryn Gilbert Goering Hooks Howard Kidder Lahiri Lawson Clark Lawson Clark Lawson Clark Low Massey Oliver Perkins Rosenbaum Rosenbaum Sanders Stack Allan"",""Sherri Lawson Clark""}"
668772,"Lack of association between the connexin 37 C1019T gene polymorphism and coronary artery disease in a Chinese population: Meta-analysis of 2,206 subjects.",ENG,Biomedical reports,Biomed Rep,2049-9434,1,3,1/13/05,464-468,"{""Yan-Yan Li"",""Yun Qian"",""Chuan-Wei Zhou""}"
276001,[Effects of tobacco advertising regulations in various countries],jpn,Nihon Koshu Eisei Zasshi,[Nihon koshu eisei zasshi] Japanese journal of public health,0546-1766 (Print) 0546-1766,42,12,1/1/95,1017-28,"{""T. Sone""}"
788507,Intensive glucose control in the management of diabetes mellitus and inpatient hyperglycemia,eng,Am J Health Syst Pharm,American journal of health-system pharmacy : AJHP : official journal of the American Society of Health-System Pharmacists,1079-2082 (Print) 1079-2082,67,10,1/10/01,798-805,"{""S. B. Levy"",""A. O. Shogbon""}"
620483,The value of breast self-examination: meta-analysis of the research literature.,eng,Oncology nursing forum,Oncol Nurs Forum,0190-535X,28,5,1/1/06,815-22,"{""Y L Ku""}"
433039,Palliative sedation therapy in the last weeks of life: a literature review and recommendations for standards.,,,,,0,0,,,{NULL}
737167,Understanding depression in palliative and end-of-life care,en,Nurs Stand,Nursing standard (Royal College of Nursing (Great Britain) : 1987),0029-6570 (Print) 0029-6570,23,12,,"48-57; quiz 58, 60","{""S. Ashelford"",""V. Taylor""}"
744601,Inhaled anticholinergics and risk for acute urinary retention: A case-crossover and case-time-control study,,Value Health,,1098-3015,17,7,,A776,"{""Dilokthornsakul P."",""Joo M.J."",""Lee T.A."",""Pickard A.S."",""Lin F.J.""}"
856471,Compartmentalization of Fas and Fas ligand may prevent auto- or paracrine apoptosis in epithelial cells,eng,EXPERIMENTAL CELL RESEARCH,,,284,2,1/3/01,283-90,"{""W. Hunziker"",""K. H. Tan""}"
570704,Rituximab-related viral infections in lymphoma patients.,eng,Leukemia & Lymphoma,,1042-8194,48,7,1/7/07,1307-12,"{""Saadettin Kilickap"",""Omer Dizdar"",""Sercan Aksoy"",""Ibrahim Barista"",""Hakan Harputluoglu"",""Kadri Altundag"",""Didem Sener Dede""}"
520153,Fetal lung volume measurements: determination with MR imaging--effect of various factors.,eng,RADIOLOGY,,0033-8419,240,1,1/6/07,187-93,"{""Carol E Barnewolt"",""Hiroto Hatabu"",""Mizuki Nishino"",""Deborah Levine"",""Henry A Feldman"",""Judy A Estroff"",""Valerie L Ward""}"
259267,Intra-operative change of gastric ph during laparotomic cholecystectomy under general anaesthesia: A prospective case-control study,,,,,56,0,1/12/01,40-43,"{""S. Dey"",""P. Bhattacharyya"",""B. K. Biswas"",""B. Bhattarai"",""P. Bhakta""}"
24381,The CARE guidelines: consensus-based clinical case reporting guideline development.,eng,Headache,Headache,1526-4610,53,10,1/13/11,1541-7,"{""[Collective Name] CARE Group"",""Joel J Gagnier"",""David Moher"",""Douglas G Altman"",""Gunver Kienle"",""David Riley"",""Harold Sox""}"
827921,Effect of a creative-bonding intervention on Taiwanese nursing students' self-transcendence and attitudes toward elders.,eng,Res Nurs Health,,1098-240X,32,2,1/9/04,204-16,"{""Sandra M Walsh"",""Shiue Chen""}"
461204,Fc receptor-like 3 (FCRL3) -169 C/T polymorphism and systemic lupus erythematosus: A meta-analysis.,,,,,0,0,,,{NULL}
482860,[Indirect anastomoses for moyamoya disease].,jpn,No shinkei geka. Neurological surgery,,0301-2603,26,9,9/1/98,769-86,"{""Y Matsushima""}"
18298,Ulcer Healing After Peripheral Intervention.,ENG,Circulation journal : official journal of the Japanese Circulation Society,Circ. J.,1347-4820,-1,-1,4/14/07,,"{""Daiki Uchida"",""Yukihiro Saito"",""Hisashi Uchida"",""Atsuhiro Koya"",""Nobuyoshi Azuma""}"
365654,Measuring the bright side of being blue: a new tool for assessing analytical rumination in depression.,eng,PLoS One,PloS one,1932-6203,9,11,1/14/01,e112077,"{""Skye P Barbic"",""Paul W Andrews"",""Zachary Durisko""}"
625306,[Mammographic density: a valid risk factor for breast cancer?].,fre,Prvention de l'insuffisance rnale induite par les produits de contrnste iodes,,0221-0363,89,9,1/8/09,1140-50,"{""G Boutet""}"
572343,High-dose sequential (HDS) chemotherapy for high-risk non-Hodgkin's lymphoma: long-term analysis and future developments.,eng,Ann. Hematol.,,0939-5555,80,-1,1/1/01,B123-6,"{""M Ladetto"",""D Caracciolo"",""G Rossi"",""C Marinone"",""L Bergui"",""A Cuttica"",""A Salomone"",""M Boccadoro"",""I Ricca"",""C Tarella"",""M Pagano"",""F Zallio"",""P Gavarotti"",""A Pileri"",""A de Crescenzo""}"
88262,Core symptom measures in cancer clinical trials.,eng,Journal of the National Cancer Institute,J. Natl. Cancer Inst.,1460-2105,106,7,1/14/07,,"{""Carolyn Gotay""}"
663339,Human papillomavirus infection and increased risk of HIV acquisition. A systematic review and meta-analysis.,eng,"AIDS (London, England)",AIDS,1473-5571,26,17,11/13/12,2211-22,"{""Chunhui Wang"",""Richard Hayes"",""Louise Kuhn"",""Stephen Shiboski"",""Jennifer S Smith"",""Natasha L Larke"",""Deborah Watson-Jones"",""Catherine F Houlihan"",""Patti E Gravitt"",""Karen K Smith-McCune""}"
718292,Prevalence of different morphologic forms of the human tongue in young Finns.,eng,"Oral surgery, oral medicine, and oral pathology",Oral Surg. Oral Med. Oral Pathol.,0030-4220,53,2,2/1/82,152-6,"{""M Mikkonen"",""R Kotilainen"",""A Kullaa-Mikkonen""}"
245200,Osteoporosis in men,eng,Arch Intern Med,Archives of internal medicine,0003-9926 (Print) 0003-9926,158,2,1/1/98,194,"{""M. Galus""}"
307302,Neurolymphatische Bahnen: neue wissenschaftliche Nachweise untermauern die Perrin-Technik,,,,,14,2,1/13/06,15-Oct,"{""Raymond N. Perrin""}"
217418,Long term follow-up of conservative treatment of severely traumatized maxillary incisors,,,,,13,4,1/1/97,190-192,"{""Z. Hirschfeld"",""I. Brin"",""A. Fuks"",""M. Guelmann""}"
413717,Magnetic resonance imaging evaluation of bone marrow changes in obstructive sleep apnoea syndrome in adults,English     Italian,,,,111,4,1/6/01,572-84,"{""A. R. Aleandri"",""D. Mancini"",""T. Cosentini"",""R. Le Donne"",""N. Colavita""}"
62246,Pulpal response to a fluoride-releasing all-in-one resin bonding system.,eng,Operative dentistry,Oper Dent,0361-7734,27,3,1/2/05,271-7,"{""Masayuki Otsuki"",""Makoto Arakawa"",""Hidekazu Sonoda"",""Yasutaka Sasafuchi"",""Yuichi Kitasako"",""Junji Tagami""}"
945021,Improvement of action tremor by chronic cortical stimulation,eng,Mov Disord,Movement disorders : official journal of the Movement Disorder Society,0885-3185,13,1,1/1/98,Aug-84,"{""B. Pollin"",""C. Geny"",""J. P. Nguyen"",""P. Cesaro"",""A. Feve""}"
649817,Validity of Rorschach Inkblot scores for discriminating psychopaths from non-psychopaths in forensic populations: a meta-analysis.,eng,Psychological assessment,Psychol Assess,1939-134X,22,2,1/10/06,336-49,"{""Scott O Lilienfeld"",""Keli Holloway Allen"",""Howard N Garb"",""Jessica L Wildermuth"",""M Teresa Nezworski"",""James M Wood""}"
934327,Use of a Brief Phone Call After ED Discharge,,,,,0,0,,,"{""NCT01893931 ""}"
546484,The Effects of Pre-Reading and Sharing Mechanisms on Learning with the Use of Annotations,,Turkish Online Journal of Educational Technology - TOJET,,1303-6521,10,2,1/11/04,234-249,"{""Wu-Yuin Hwang"",""Guo-Liang Hsu""}"
917231,[Occupational exposure to sevoflurane in pediatric operating rooms: the multi-point sampling method for risk assessment].,ita,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,,1592-7830,34,3,1/12/07,266-8,"{""V Cerabona"",""M Wachocka"",""U Moscato"",""V Camisa"",""M G Tucci"",""S Zaffina"",""V Montaldi"",""A Poscia""}"
887418,Impact of crizotinib on patient-reported symptoms and global quality of life (QoL) compared with chemotherapy in a phase III study of advanced alk-positive non-small cell lung cancer (NSCLC),,European Journal of Cancer,,,49,0,1/13/01,-,"{""V. Hirsh"",""J.Y. Han"",""F. Blackhall"",""S. Iyer"",""D.W. Kim"",""A. Shaw"",""A. Reisman"",""K. Wilner"",""H. Nokihara"",""B. Besse""}"
724055,A systematic review and meta-analysis of trials of treatment of depression from India,English,Indian Journal of Psychiatry,,,56,0,1/14/01,29-38,"{""S. Sarkar"",""S. Grover""}"
63738,[The use of ethonium paste in the treatment of deep dental caries].,rus,Stomatologiia,Stomatologiia (Mosk),0039-1735,50,2,3/1/71,79-80,"{""P K Shestakov""}"
422739,Reporting methods in studies developing prognostic models in cancer: a review.,eng,BMC medicine,BMC Med,1741-7015,8,0,1/10/01,20-20,"{""Patrick Royston"",""Rachel Waters"",""Susan Mallett"",""Douglas G Altman"",""Susan Dutton""}"
97795,Hospital discharge after ambulatory knee arthroscopy: a comparison of epidural 2-chloroprocaine versus lidocaine,,,,,26,1,1/1/01,35-40,"{""J. M. Neal"",""D. J. Kopacz"",""M. A. Lewis"",""J. J. Deck""}"
155127,p16(INK4) Expression is not associated with human papillomavirus in oral lichen planus.,eng,"Oral surgery, oral medicine, oral pathology and oral radiology",Oral Surg Oral Med Oral Pathol Oral Radiol,2212-4411,118,6,1/14/12,694-702,"{""Lucio Montebugnoli"",""Luca Morandi"",""Luca Scapoli"",""Annalisa Palmieri"",""Davide B Gissi"",""Maria Pia Foschini"",""Ilaria Manelli""}"
100986,"Association of bleeding, mortality and sex in acute coronary syndromes: the missing triangle.",ENG,"Journal of cardiovascular medicine (Hagerstown, Md.)",J Cardiovasc Med (Hagerstown),1558-2035,-1,-1,9/23/14,,"{""Rossana De Palma"",""Paolo Ortolani"",""Caterina Caminiti"",""Emilia Solinas"",""Piera Angelica Merlini"",""Diego Ardissino"",""Giorgia Paoli"",""Maria Francesca Notarangelo"",""Paolo Guastaroba"",""Antonio Marzocchi"",""Luigi Vignali"",""Roxana Mehran"",""Antonio Manari""}"
166179,"[Severe exposure to environmental lead in a child population in Antofagasta, Chile]",,"Exposicion severa a plomo ambiental en una poblacion infantil de Antofagasta, Chile.",,0034-9887,128,2,1/1/00,221-32,"{""I. Delgado"",""J. Vega""}"
740811,Tracheostomy Care and Complications in the Intensive Care Unit,,Critical Care Nurse,,,33,5,1/13/01,18-31 14p,"{""Linda L. Morris"",""Andrea Whitmer"",""Erik McIntosh""}"
379577,"Monitoring of fluid changes in hospitalized, Malnourished, Guatemalan children using bioelectrical impedance spectroscopy (BIS).",eng,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",Appl Radiat Isot,0969-8043,49,5,5/1/98,615-7,"{""C Pithan"",""M Mazariegos"",""N W Solomons"",""P F_rst""}"
658981,Preliminary state of development of prediction models for primary care physical therapy: a systematic review.,eng,Journal of clinical epidemiology,J Clin Epidemiol,1878-5921,65,12,1/12/12,1257-66,"{""Martijn W Heymans"",""Tobias van den Berg"",""Han J R Anema"",""Lieke van Oort"",""Bart W Koes"",""Arianne P Verhagen"",""Riekie H C W de Vet""}"
215650,Bruxismo em crian_as Bruxism in children,pt,,,,3,2,,Aug-91,"{""Ronaldo Fazzi"",""Ana Estela Haddad"",""Maria Salete Nahs Pires Corr_a""}"
