id,name,year,release_date,director,creator,actors,full_cast,language,country,duration,rating_value,rating_count,review_count,genre,filming_locations,description
tt1758795,The To Do List,2013,26 July 2013 (USA),Maggie Carey,Maggie Carey,"Aubrey Plaza,Johnny Simmons,Bill Hader","Aubrey Plaza,Johnny Simmons,Bill Hader,Alia Shawkat,Sarah Steele,Scott Porter,Rachel Bilson,Christopher Mintz-Plasse,Andy Samberg,Donald Glover,Adam Pally,D.C. Pierson,Dominic Dierkes,Connie Britton,Clark Gregg","English,Sanskrit",USA,104 min,5.8,"26,917","76 user,96 critic",Comedy,"Woodland Hills, Los Angeles, California, USA","Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall."
tt1307068,Seeking a Friend for the End of the World,2012,22 June 2012 (USA),Lorene Scafaria,Lorene Scafaria,"Steve Carell,Keira Knightley,Melanie Lynskey","Brad Morris,Steve Carell,Nancy Carell,Mark Moses,Roger Aaron Brown,Rob Huebel,Trisha Gorman,Keira Knightley,Adam Brody,Tonita Castro,Leslie Murphy,Connie Britton,Rob Corddry,Kasey Campbell,Melanie Lynskey",English,"USA,Singapore,Malaysia,Indonesia",101 min,6.7,"79,990","213 user,259 critic","Adventure,Comedy,Drama","Santa Clarita, California, USA","As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan."
tt1588334,"Jeff, Who Lives at Home",2011,11 May 2012 (UK),"Jay Duplass,Mark Duplass","Jay Duplass,Mark Duplass","Jason Segel,Ed Helms,Judy Greer","Jason Segel,Ed Helms,Susan Sarandon,Judy Greer,Rae Dawn Chong,Steve Zissis,Evan Ross,Benjamin Brant Bickham,Lee Nguyen,Tim J. Smith,Ernest James,David Kency,Raion Hill,Zac Cino,Lance E. Nichols",English,USA,83 min,6.5,"54,147","110 user,179 critic","Comedy,Drama",USA,"Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife."
tt1742336,Your Sister's Sister,2011,29 June 2012 (UK),Lynn Shelton,Lynn Shelton,"Mark Duplass,Emily Blunt,Rosemarie DeWitt","Michael Harring,Mark Duplass,Mike Birbiglia,Emily Blunt,Jason Dodson,Pete Erickson,Kathryn Lebo,Evan Mosher,Jennifer Maas,Jeanette Maus,Dori Hana Scherer,Steve Snoey,Dusty Warren,Seth Warren,Mel Eslyn",English,USA,90 min,6.7,"19,744","60 user,166 critic","Comedy,Drama","Anacortes, Washington, USA","Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days."
tt3397918,Harbinger Down,2015,7 August 2015 (USA),Alec Gillis,Alec Gillis,"Lance Henriksen,Matt Winston,Camille Balsamo","Lance Henriksen,Matt Winston,Camille Balsamo,Giovonnie Samuels,Winston James Francis,Mick Ignis,Milla Bjorn,Michael Estime,Jason Speer,Reid Collums,Edwin H. Bravo,Kraig W. Sturtz",English,USA,82 min,4.6,"1,579","38 user,29 critic","Horror,Sci-Fi",,A group of grad students have booked passage on the crabbing boat Harbinger to study the effects of global warming on a pod of Belugas in the Bering Sea. When the ship's crew dredges up a ...
tt1091722,Adventureland,2009,3 April 2009 (USA),Greg Mottola,Greg Mottola,"Jesse Eisenberg,Kristen Stewart,Ryan Reynolds","Jesse Eisenberg,Kelsey Ford,Michael Zegen,Ryan McFarland,Jack Gilpin,Wendie Malick,Matt Bush,Todd Cioppa,Stephen Mast,Kristen Wiig,Bill Hader,Martin Starr,Adam Kroloff,Kristen Stewart,Kevin Breznahan",English,USA,107 min,6.8,"122,972","218 user,243 critic","Comedy,Drama,Romance","Beaver, Pennsylvania, USA","In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world."
in_a_world_2013,In a World...,2012 2013 2014,"Aug 9, 2013 Limited",Lake Bell,Lake Bell,"Lake Bell,Fred Melamed,Michaela Watkins","Lake Bell,Rob Corddry,Alexandra Holden,Eva Longoria,Ken Marino,Demetri Martin,Fred Melamed,Tig Notaro,Nick Offerman,Michaela Watkins,Geena Davis,Stephanie Allynne,Melissa Disney,Olya Milova,Corsica Wilson",English,USA,,"7.6/10,7.8/10","23,485","78 user,159 critic","Drama,Comedy","Los Angeles, California, USA","Lake Bell ('Children's Hospital') stars in In a World..., a hilarious romantic comedy about a struggling vocal coach who strikes it big in the cutthroat world of movie-trailer voiceovers, only to find herself in direct competition with the industry's reigning king-her father. Written and directed by Bell, who won the Sundance 2013 Waldo Salt Screenwriting Award for the script, In a World... also stars Fred Melamed (A Serious Man), Rob Corddry (Hot Tub Time Machine), Demetri Martin ('Important,Things with Demetri Martin'), Michaela Watkins ('Enlightened'), Ken Marino ('Burning Love'), Nick Offerman ('Parks and Recreation'), Alexandra Holden (The Hot Chick) and Tig Notaro ('The Sarah Silverman Program'). (c) Roadside Attractions"
tt2955096,Happy Christmas,2014,26 June 2014 (USA),Joe Swanberg,Joe Swanberg,"Anna Kendrick,Melanie Lynskey,Mark Webber","Anna Kendrick,Melanie Lynskey,Mark Webber,Lena Dunham,Joe Swanberg,Jude Swanberg,Chris Swanson,Eldar Kim,Megan Mercier,Chris Renton,Kris Swanberg,Jessica Angelos,Mike Brune,Harry Burton,Tony Castro",English,USA,82 min,5.6,"4,667","22 user,63 critic","Comedy,Drama","Chicago, Illinois, USA","After a break up, Jenny moves in with writer Kelly, her filmmaker husband, and their child. Despite a rocky start, Jenny's influence helps Kelly realize that an evolution in her life, career and relationship is necessary for her happiness."
tt2442466,All the Light in the Sky,2012,3 December 2013 (USA),Joe Swanberg,"Jane Adams,Joe Swanberg","Jane Adams,Sophia Takal,Kent Osborne","Jane Adams,Sophia Takal,Kent Osborne,Allison Baar,Simon Barrett,Lindsay Burdge,Larry Fessenden,Lawrence Michael Levine,David Siskind,Susan Traylor,Ti West",English,USA,79 min,6.2,274,"2 user,18 critic",Drama,"Malibu, California, USA","Jane Adams is an actress living in a house precariously perched above the beach in Malibu. Her age exempts her from more and more acting opportunities. That's when her young, ..."
tt1879032,Rapture-Palooza,2013,7 June 2013 (USA),Paul Middleditch,Chris Matheson,"Craig Robinson,Anna Kendrick,John Francis Daley","Craig Robinson,Anna Kendrick,John Francis Daley,Rob Corddry,Ana Gasteyer,John Michael Higgins,Calum Worthy,Jesse Camacho,Thomas Lennon,Ken Jeong,Bjorn Yearwood,Adrianna Costa,Mike O'Connell,Darcy Michael,Paul Scheer",English,USA,85 min,5.2,"8,436","44 user,54 critic","Comedy,Fantasy",,Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.
tt1193138,Up in the Air,2009,23 December 2009 (USA),Jason Reitman,"Walter Kirn,Jason Reitman","George Clooney,Vera Farmiga,Anna Kendrick","George Clooney,Vera Farmiga,Anna Kendrick,Jason Bateman,Amy Morton,Melanie Lynskey,J.K. Simmons,Sam Elliott,Danny McBride,Zach Galifianakis,Chris Lowell,Steve Eastin,Marvin Young,Lucas MacFadden,Adrienne Lamping",English,USA,109 min,7.5,"257,654","442 user,381 critic","Drama,Romance","Cheshire Inn, St. Louis, Missouri, USA","With a job traveling around the country firing people, Ryan Bingham enjoys his life living out of a suitcase, but finds that lifestyle threatened by the presence of a new hire and a potential love interest."
tt2140577,The Pretty One,2013,7 February 2014 (USA),Jenée LaMarque,Jenée LaMarque,"Zoe Kazan,Jake Johnson,Ron Livingston","Frankie Shaw,Zoe Kazan,Jake Johnson,Ron Livingston,Sterling Beaumon,John Carroll Lynch,Danny Pudi,Jeremy Howard,Sabrina Lloyd,Lee Garlington,Shae D'lyn,Meagen Fay,Anne Gregory,Jennifer Lafleur,Dale Raoul",English,USA,90 min,6.4,"6,299","10 user,33 critic","Comedy,Drama","Los Angeles, California, USA","A tragedy presents Laurel with the chance to reinvent herself as her idolized twin sister, Audrey. As she eases into the life she has always wanted, she must decide between continuing the lie or revealing herself as the perfect fraud."
tt0100486,Reversal of Fortune,1990,9 November 1990 (USA),Barbet Schroeder,"Alan M. Dershowitz,Nicholas Kazan","Jeremy Irons,Glenn Close,Ron Silver","Glenn Close,Jeremy Irons,Ron Silver,Annabella Sciorra,Uta Hagen,Fisher Stevens,Jack Gilpin,Christine Baranski,Stephen Mailer,Christine Dunford,Felicity Huffman,Mano Singh,Johann Carlo,Keith Reddin,Alan Pottinger","English,German","USA,Japan,UK",111 min,7.3,"10,696","57 user,27 critic","Biography,Drama,Mystery","Montclair, New Jersey, USA","Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
tt1086797,Unstable Fables: 3 Pigs & a Baby,2008,March 2008 (USA),"Howard E. Baker,Arish Fyzee","Craig Bartlett,Joseph Purdy","Jon Cryer,Brad Garrett,Steve Zahn","Jon Cryer,Brad Garrett,Steve Zahn,Tom Kenny,Jesse McCartney,Timothy McCartney,Steve Wilcox,Nolan North,Chris Elwood,Mark Adair-Rios,Tara Strong,Audrey Wasilewski",English,USA,76 min,5.3,582,"6 user,2 critic","Animation,Family",,"A baby wolf is left on the doorstep of the three little pigs, so they raise him as their own."
tt1050739,Roadside Romeo,2008,24 October 2008 (India),Jugal Hansraj,Jugal Hansraj,"Saif Ali Khan,Kareena Kapoor,Javed Jaffrey","Saif Ali Khan,Kareena Kapoor,Javed Jaffrey,Vrajesh Hirjee,Tanaaz Currim Irani,Suresh Menon,Kiku Sharda,Sanjay Mishra","Hindi,English","India,USA",93 min,5.3,878,"17 user,6 critic","Animation,Comedy,Family",,"This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the ..."
tt0414853,Barnyard,2006,4 August 2006 (USA),Steve Oedekerk,Steve Oedekerk,"Kevin James,Courteney Cox,Danny Glover","Kevin James,Courteney Cox,Sam Elliott,Danny Glover,Wanda Sykes,Andie MacDowell,David Koechner,Jeffrey Garcia,Cam Clarke,Rob Paulsen,Tino Insana,Dom Irrera,S. Scott Bullock,John DiMaggio,Maurice LaMarche",English,"Germany,USA,Netherlands",90 min,5.6,"20,558","154 user,98 critic","Animation,Comedy,Family",,"When the farmer's away, all the animals play ... and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow."
tt0335126,Grand Champion,2002,March 2002 (USA),Barry Tubb,Barry Tubb,"Joey Lauren Adams,Jacob Fisher,Emma Roberts","Joey Lauren Adams,Jacob Fisher,Emma Roberts,Barry Tubb,Hokey,Cache Williams,Candance Henry,Broderick Beaver,Steven Bland,Natalie Maines,Sue Molnar,Eloise DeJoria,Andy Buckley,Andy Smith Jr.,Jo Carol Pierce",English,USA,93 min,4.4,556,"18 user,2 critic","Comedy,Family","Alpine, Texas, USA","'Grand Champion' weaves the tale of a spunky young boy named Buddy and his prize-winning calf, Hokey, as they climb from the underdog position and up through the ranks of several Texas ..."
tt0285685,MVP: Most Vertical Primate,2001,5 October 2001 (Canada),Robert Vince,"Anne Vince,Robert Vince","Cameron Bancroft,Bob Burnquist,Bernie","Bernie,Louie,Jane Sowerby,David Kaye,Tony Alcantar,Cameron Bancroft,Ray Galletti,Troy Ruptash,Ian Bagg,Gus Lynch,Ian Goodman,Fred Keating,Craig March,Brant Arnold-Smith,Frank Topol",English,"Canada,USA",87 min,3.3,768,"6 user,4 critic","Comedy,Family,Sport","GM Place, Vancouver, British Columbia, Canada","MVP 2 opens with the lovable Jack being ousted from his hockey team, the Seattle Simians, and having to hit the road after being falsely accused of league misconduct. Jack ends up in the ..."
tt0386117,Where the Wild Things Are,2009,16 October 2009 (USA),Spike Jonze,"Spike Jonze,Dave Eggers","Max Records,Catherine O'Hara,Forest Whitaker","Max Records,Pepita Emmerichs,Max Pfeifer,Madeleine Greaves,Joshua Jay,Ryan Corr,Catherine Keener,Steve Mouzakis,Mark Ruffalo,James Gandolfini,Vincent Crowley,Paul Dano,Sonny Gerasimowicz,Catherine O'Hara,Nick Farnell",English,"Germany,Australia,USA",101 min,6.8,"83,910","383 user,329 critic","Adventure,Drama,Family","Docklands Studios, Melbourne, Victoria, Australia","Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king."
tt0090333,Wizards of the Lost Kingdom,1985,October 1985 (USA),Héctor Olivera,Ed Naha,"Bo Svenson,Vidal Peterson,Thom Christopher","Bo Svenson,Vidal Peterson,Thom Christopher,Barbara Stock,Maria Socas,Dolores Michaels,Edgardo Moreira,Augusto Larreta,Michael Fontaine,Marcos Woinsky,Marina Magali,Norton Freeman,Arch Gallo,Mark Peters,Rick Gallo",English,"Argentina,USA",72 min,2.7,527,"20 user,9 critic","Action,Adventure,Family",,When evil screams throughout the world. When all the galaxies converge. When all that's fair and fine seems lost. A Hero will emerge.
tt3468698,Excess Flesh,2015,13 March 2015 (USA),Patrick Kennelly,"Sigrid Gilmer,Sigrid Gilmer","Bethany Orr,Mary Loveless,Wes McGee","Bethany Orr,Mary Loveless,Wes McGee,Kristin Minter,Jill Jacobson,Sheresade Poblet,Dana L. Wilson,Robert Maffia,Saif Schexnaydre,Jules Bruff,Juan Riedinger,Braeden Baade,Allen Rueckert,Phoebe Neidhardt,Doug Locke",English,USA,103 min,5.7,122,20 critic,"Drama,Thriller",,"Obsessed with her sexy roommate, Jill violently imprisons Jennifer in their apartment in a twisted attempt to bring them closer together."
tt3732950,Body,2015,25 January 2015 (USA),"Dan Berk,Robert Olsen","Dan Berk,Robert Olsen","Helen Rogers,Alexandra Turshen,Lauren Molina","Helen Rogers,Alexandra Turshen,Lauren Molina,Larry Fessenden,Adam Cornelius,Dan Brennan,Kimberly Flynn,Ian Robinson,Jack Brenner,Mike Keller",English,USA,75 min,6.0,129,"2 user,25 critic","Drama,Thriller",,A night out turns deadly when three girls break into a seemingly empty mansion.
tt1727261,Father's Day,2011,11 January 2014 (Japan),"Adam Brooks,Jeremy Gillespie","Adam Brooks,Matthew Kennedy","Adam Brooks,Matthew Kennedy,Conor Sweeney","Adam Brooks,Matthew Kennedy,Conor Sweeney,Amy Groening,Garrett Hnatiuk,Brent Neale,Kevin Anderson,Meredith Sweeney,Zsuzsi,Lloyd Kaufman,Mackenzie Murdock,Billy Sadoo,Falcon Van Der Baek,Kyle Young,Murray Davidson",English,"USA,Canada",99 min,5.9,"1,662","23 user,73 critic","Action,Comedy,Horror","Kenora, Ontario, Canada","Ahab, a man obsessed with exacting a brutal, violent revenge on the man who murdered his dad, joins John, an eager priest, and Twink, a hot-headed street hustler, on an epic quest to find ..."
tt0398872,Clifford's Really Big Movie,2004,23 April 2004 (USA),Robert C. Ramirez,"Robert C. Ramirez,Rhett Reese","John Ritter,Cree Summer,Kel Mitchell","John Ritter,Wayne Brady,Grey Griffin,Jenna Elfman,John Goodman,Jess Harnell,Kel Mitchell,Judge Reinhold,Kath Soucie,Cree Summer,Wilmer Valderrama,Earl Boen,Cam Clarke,Teresa Ganzel,Ernie Hudson",English,USA,73 min,5.5,506,"8 user,9 critic","Animation,Family",,"Worried that he costs too much to feed, Clifford runs away to join a carnival act and help win a lifetime supply of Tummy Yummies."
tt1230213,Bound to Vengeance,2015,26 June 2015 (USA),José Manuel Cravioto,"Rock Shaink Jr.,Keith Kjornes","Amy Okuda,Richard Tyson,Tina Ivlev","Amy Okuda,Richard Tyson,Tina Ivlev,Bianca Malinowski,Stephanie Charles,Dustin Quick,Scott Vance,Nihan Gur,Vivan Dugré,Fiorella García,Ric Sarabia,Kristoffer Kjornes,Jenny Marrero,Keith Johnson,Lauren Foulk",English,USA,80 min,5.7,"1,247","16 user,30 critic","Horror,Thriller","North Hollywood, Los Angeles, California, USA","A young girl, chained in the basement of a sexual predator, escapes and turns the tables on her captor."
tt2543336,The Harvest,2013,10 April 2015 (USA),John McNaughton,Stephen Lancellotti,"Samantha Morton,Michael Shannon,Natasha Calis","Samantha Morton,Michael Shannon,Natasha Calis,Charlie Tahan,Peter Fonda,Leslie Lyles,Meadow Williams,Journey Smith,Nolan Lyons,Hayden Oliver,Amina Robinson",English,USA,104 min,5.9,"2,853","24 user,70 critic","Horror,Thriller","New York, USA",A couple who keeps their sick son in a secluded environment find their controlled lives challenged by a young girl who moves in next door.
tt2752736,The Stream,2013,15 October 2013 (USA),Estlin Feigley,"Colin Costello,Colin Costello","Mario Lopez,Christopher Gorham,Kelly Rutherford","Mario Lopez,Christopher Gorham,Kelly Rutherford,Rainn Wilson,Jacob M Williams,Michael Capperella,Noura Jost,CJ Diehl,Sabrina D. Carter,Tyler Elliot Burke,Louis Stancil,Roman Maldonado,Madison Kaplan,Asko Ramos,Devon O'Brien",English,USA,82 min,6.8,48,,"Adventure,Comedy,Family","Ridley Creek State Park - 1023 Sycamore Mills Road, Media, Pennsylvania, USA","A long time ago... in the summer of 1981, a tragedy of epic proportions (a broken plastic bat) sends five friends on an epic adventure to the mall. All they have to do is follow The Stream and back."
tt2522908,Secrets in the Fall,2015,22 September 2015 (USA),Brittany Goodwin,Brittany Goodwin,"Kyle Kupecky,Vincent Seidle,Hollie Shay","Kyle Kupecky,Vincent Seidle,Hollie Shay,Audrey Easton,Konnal Rorikson,Katie McCaffrey,Ashley Murray,Luke Ptacek,David Topp,Hakeem Stevens,Kelsey Marie Kingsbury,Voltaire Colin Council,Catherine Allen,Josiah Blount,Daniel Bostic",English,USA,90 min,7.4,16,,Family,,"Nothing is impossible for a group of young campers, friends and enemies alike, on a weekend retreat at Camp Pinnacle. But what starts as an exciting wilderness adventure turns into trouble ..."
tt0972759,All Screwed Up,2009,4 September 2012 (USA),Neil Stephens,Bruce Weinfeld,"Chyna Layne,Jake Waldman,Allison Carter Thomas","Chyna Layne,Jake Waldman,Allison Carter Thomas,Chris Bashinelli,Peter Gariepy,Adam Piacente,Rafael Amare,Sara Lukasiewicz,Jaclyn Ingoglia,Olivia Stevens,Nazanin Nour,Lewis Thompson,Holly Greif,Robert Haley,Angelo DeAngelis",English,USA,90 min,4.4,70,1 user,"Action,Comedy,Family","New York, USA",A jock and a social misfit accidentally switch bodies after a freak accident.
tt0093144,Hansel and Gretel,1987,24 December 1989 (West Germany),Len Talan,"Jacob Grimm,Wilhelm Grimm","David Warner,Hugh Pollard,Nicola Stapleton","David Warner,Hugh Pollard,Nicola Stapleton,Emily Richard,Cloris Leachman,Susie Miller,Eugene Kline,Warren Feigin,Josh Buland,Lutuf Nouasser,Beatrice Shimshoni",English,USA,84 min,7.0,664,"14 user,2 critic","Family,Musical,Fantasy","GG Israel Studios, Jerusalem, Israel",Based on the fairy tale by The Brothers Grimm. Hansel and Gretel are trapped in the deceptively decorated house of the witch Griselda who wishes to fatten Hansel so that he may be baked ...
tt1988544,After the Wizard,2011,2 July 2011 (USA),Hugh Gross,Hugh Gross,"Jordan Van Vranken,Orien Richman,Jermel Nakia","Jordan Van Vranken,Orien Richman,Jermel Nakia,Helen Richman,Loren Lester,Peter Mark Richman,Sue Giosa,P. David Miller,Nick Stellate,Seraiah Carol,Casey Fitzgerald,Sean Orr,Alan Abeyta,Abigail Bankston,Pat Bracken",English,USA,80 min,2.9,201,"10 user,29 critic","Family,Fantasy","California, USA",A 12-year-old Kansas orphan turns to the Scarecrow and the Tin Woodman for help during a difficult time. She imagines that things have not gone well in Oz since the Wizard left and that the...
tt0120856,Tarzan and the Lost City,1998,24 April 1998 (USA),Carl Schenkel,"Edgar Rice Burroughs,Bayard Johnson","Casper Van Dien,Jane March,Steven Waddington","Casper Van Dien,Jane March,Steven Waddington,Winston Ntshona,Rapulana Seiphemo,Ian Roberts,Sean Taylor,Gys de Villiers,Russel Savadier,Paul Buckby,Zane Meas,Barry Berk,Michael Gritten,Dimitri Cassar,Tony Caprari","English,Zulu","USA,Germany,Australia",83 min,3.9,"1,746","37 user,32 critic","Action,Adventure,Family",South Africa,Tarzan returns to his homeland of Africa to save his home from destruction.
tt0092626,Beauty and the Beast,1987,April 1987 (USA),Eugene Marner,"Carole Lucia Satrina,Gabrielle-Suzanne Barbot de Villeneuve","John Savage,Rebecca De Mornay,Yossi Graber","John Savage,Rebecca De Mornay,Yossi Graber,Michael Schneider,Carmela Marner,Ruth Harlap,Joseph Bee,Jack Messinger,Tzipi Mor,Firat Kanter,Ya'ackov Ben-Sira,Rafi Goldvasser,Eduardo Hobshar,Nitzan Zytzer,Eran Lavy",English,"USA,Israel",94 min,6.2,412,"20 user,2 critic","Family,Fantasy,Musical",Israel,"To save her father, a girl who always puts others before herself promises to live her life in a lavish castle with a strange beast."
tt0076630,The Creeper,1977,August 1978 (USA),Peter Carter,Ian Sutherland,"Hal Holbrook,Lawrence Dane,Robin Gammell","Hal Holbrook,Lawrence Dane,Robin Gammell,Ken James,Gary Reineke,Murray Westgate,Jack Creley,Michael Zenon",English,"Canada,USA",100 min,6.4,950,"40 user,41 critic","Adventure,Thriller","Batchawana Bay, Ontario, Canada","Five doctors on a wilderness outing are stalked by disfigured, crazed killers."
tt0055781,Beauty and the Beast,1962,8 December 1962 (USA),Edward L. Cahn,"George Bruce,Orville H. Hampton","Joyce Taylor,Mark Damon,Eduard Franz","Joyce Taylor,Mark Damon,Eduard Franz,Michael Pate,Merry Anders,Dayton Lummis,Walter Burke,Alexander Lockwood,Meg Wyllie,Charles Wagenheim,Herman Rudin,Jon Silo",English,USA,77 min,4.4,184,"8 user,3 critic","Family,Fantasy,Horror",,"Curse turns a handsome prince into a werewolf at night. A princess tries to help him, while his enemies plot to take his throne."
tt0082813,Night Warning,1982,February 1982 (USA),William Asher,"Steve Briemer,Alan Jay Glueckman","Jimmy McNichol,Susan Tyrrell,Bo Svenson","Jimmy McNichol,Susan Tyrrell,Bo Svenson,Marcia Lewis,Julia Duffy,Britt Leach,Steve Eastin,Caskey Swaim,Cooper Neal,Bill Paxton,Kay Kimler,Gary Baxley,Vickie Oleson,Clemente Anchondo,Alex Baker",English,USA,96 min,6.5,786,"34 user,34 critic",Horror,,An orphaned teenager finds himself being dominated by his aunt who's hell-bent on keeping him with her...at all costs.
tt0184018,Who Gets the House?,1999,,Timothy J. Nelson,Patricia Lavoie,"Ricky Mabe,Elisha Cuthbert,Sophie Lorain","Ricky Mabe,Elisha Cuthbert,Sophie Lorain,Carl Marotte,Fatuma Kayembe,Emma Taylor-Isherwood,Sally Taylor-Isherwood,George Takei,Amanda Strawn,Barry Blake,Sheena Larkin,Paul Hopkins,Swede Swensson,Eric Goulem,Jane Gilchrist",English,"Canada,USA",98 min,5.3,177,"4 user,1 critic","Comedy,Drama,Family","Montréal, Québec, Canada",Don and Rebecca Reece are facing the toughest decision of their lives whether or not to end their marriage of nearly 20 years. The Reeces agree to a trial separation. The kids get the house...
tt0113541,Kids of the Round Table,1995,15 December 1995 (Canada),Robert Tinnell,"David Sherman,Robert Tinnell","Johnny Morina,Maggie Castle,Christopher Olscamp","Johnny Morina,Maggie Castle,Christopher Olscamp,Justin Borntraeger,Billy Coyle,Jeoffrey Graves,Malcolm McDowell,Peter Aykroyd,Mélany Goudreau,James Rae,Jamieson Boulanger,Roc LaFortune,Michael Ironside,René Simard,Melissa Altro",English,"USA,Canada",89 min,4.9,265,"1 user,1 critic","Adventure,Comedy,Family","Los Angeles, California, USA","Eleven-year-old Alex and his fellow homemade heroes are having a backyard blast. Battles rage, knights fight and damsels distress in a cardboard Camelot of dirt-bike steeds, aluminum foil ..."
tt0117711,Spellbreaker: Secret of the Leprechauns,1996,15 October 1996 (USA),Ted Nicolaou,"Charles Band,Patrick J. Clifton","Gregory Smith,Madeleine Potter,Godfrey James","Gregory Smith,Madeleine Potter,Godfrey James,John Bluthal,Tina Martin,James Ellis,Sylvester McCoy,Ion Haiduc,Mike Higgins,Carina Rosanna Tautu,Dana Zarescu,Pavel Ana Maria,Mihai Silvia,Galani Nicoleta,Dan Condurache",English,USA,85 min,3.3,118,"1 user,3 critic","Family,Fantasy,Horror",Romania,"Fairyhill Ireland is a place filled with mysteries and legends,Leprechauns and Magic. And for an American Kid like Mike Dennehy...                See full synopsis »"
tt0107870,Prehysteria!,1993,24 September 1993 (Brazil),"Albert Band,Charles Band","Michael Davis,Mark Goldstein","Brett Cullen,Colleen Morris,Samantha Mills","Brett Cullen,Colleen Morris,Samantha Mills,Austin O'Brien,Tony Longo,Stuart Fratkin,Stephen Lee,Tom Williams,Gill Gayle,Peter Mark Vasquez,Ellis Levinson,James Shanta,Jane Caldwell",English,USA,84 min,3.8,"1,188","11 user,8 critic","Adventure,Comedy,Family","Hanford, California, USA",A young boy and his family embark on a series of adventures when the boy finds some mysterious eggs which hatch to reveal a brood of baby dinosaurs.
tt0116959,Magic in the Mirror,1996,13 August 1996 (USA),Ted Nicolaou,"Ken Carter,Frank Dietz","Jamie Renée Smith,Kevin Wixted,Saxon Trainor","Jamie Renée Smith,Kevin Wixted,Saxon Trainor,David Brooks,Godfrey James,Eileen T'Kaye,Eugen Cristian Motriuc,Ion Haiduc,Ileana Sandulescu,Daniela Marzavan,Rodica Lupu,Luana Stoica,Iulia Boros,Constantin Cotimanis,Stelian Nistor",English,"Romania,USA",85 min,5.1,134,"3 user,2 critic","Adventure,Comedy,Family","Bucharest, Romania","A little girl's imaginary friends come to life when she goes through her great-grandmother's antique mirror, a la Alice, after she sees it glowing."
tt0109661,Dragonworld,1994,27 July 1994 (USA),Ted Nicolaou,"Charles Band,Michael McGann","Courtland Mead,Janet Henfrey,Stuart Campbell","Courtland Mead,Janet Henfrey,Stuart Campbell,Andrew Keir,Lila Kaye,Alastair Mackenzie,Brittney Powell,John Calvin,Jim Dunk,Sue Douglas,John Woodvine,Marioara Stelian,Valentin Popescu,Cameron Stuart,Claudiu Istodor",English,USA,86 min,5.4,384,"5 user,5 critic","Adventure,Family,Fantasy","Haddon Hall, Bakewell, Derbyshire, England, UK","Young John McGowan travels to Scotland to live at his grandfather's castle after he loses his parents in a traffic accident. At the wishing tree he conjures up a dragon friend, Yowler. They..."
tt0142256,Earth Minus Zero,1996,,Joey Travolta,"Scott Carr,Jim Esposito","Pat Morita,Marcia Strassman,Brock Pierce","Pat Morita,Marcia Strassman,Brock Pierce,Sam J. Jones,Rhonda Shear,Don Stark,Dan McGee,Scott Carr,David E. Ornston,Nur Kahn,Sam Sleiman,Cindy Margolis,Monty the Dog,Brittney Lee Harvey,Evan Bardo",English,USA,81 min,2.4,203,"6 user,2 critic","Comedy,Family,Sci-Fi",,A family are visited by aliens who wish to abduct them and put them in their intergalactic zoo.
tt0338552,When Zachary Beaver Came to Town,2003,9 October 2003 (USA),John Schultz,"John Schultz,Kimberly Willis Holt","Jonathan Lipnicki,Cody Linley,Jesse Pennington","Jonathan Lipnicki,Cody Linley,Jesse Pennington,Jane Krakowski,Eric Stoltz,Kevin Corrigan,Sarah Whalen,Louanne Stephens,Hudson Lee Long,Lou Perryman,Brady Coleman,Kathleen Lancaster,Amanda Alch,Joanna McCray,David Little",English,USA,85 min,5.9,672,"7 user,5 critic","Comedy,Drama,Family","Austin, Texas, USA","Zachary Beaver, a sideshow attraction known as the world's fattest boy, arrives in the sleepy town of Granger, Texas."
tt0443494,EZ Money,2005,October 2005 (USA),Dan T. Hall,Dan T. Hall,"Moli Hall,Jonas Gustavson,Emma Kinghorn","Moli Hall,Jonas Gustavson,Emma Kinghorn,Teresa L. Mann,Mike Jansen,Richard Alan Payne,Micki Mohr-Harlow,Lil Kev,Tori Allen,Tom Zupancic,Ed Wank,Dave O'Brien,Jennie DeVoe,Rich Komenich,Ran Burns",English,USA,86 min,3.7,111,3 user,"Family,Comedy","Indianapolis, Indiana, USA",A mischievous nine-year-old girl's quick and simple get-rich-quick scheme hits an unexpected hitch when she incurs the wrath of a powerful gangster who is determined to hold onto his money ...
